Target,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Population,mean_age,GDP
0.0016483819622770755,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,60665551,45.5,1988636
0.0016483819622770755,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,60665551,45.5,1988636
0.006593527849108302,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,60665551,45.5,1988636
0.004945145886831226,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,60665551,45.5,1988636
0.003296763924554151,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,0.004945145886831226,60665551,45.5,1988636
0.008241909811385378,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,0.004945145886831226,0.003296763924554151,60665551,45.5,1988636
0.006593527849108302,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,0.004945145886831226,0.003296763924554151,0.008241909811385378,60665551,45.5,1988636
0.013187055698216604,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,0.004945145886831226,0.003296763924554151,0.008241909811385378,0.006593527849108302,60665551,45.5,1988636
0.008241909811385378,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,0.004945145886831226,0.003296763924554151,0.008241909811385378,0.006593527849108302,0.013187055698216604,60665551,45.5,1988636
0.029670875320987358,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,0.004945145886831226,0.003296763924554151,0.008241909811385378,0.006593527849108302,0.013187055698216604,0.008241909811385378,60665551,45.5,1988636
0.04450631298148104,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016483819622770755,0.0016483819622770755,0.0016483819622770755,0.006593527849108302,0.004945145886831226,0.003296763924554151,0.008241909811385378,0.006593527849108302,0.013187055698216604,0.008241909811385378,0.029670875320987358,60665551,45.5,1988636
